Segment_ID,DateTime,Segment_VAD_Emotion
0,2014-06-01 14:24:22+00:00,"{""valence"": 0.6259751388888889, ""arousal"": 0.4785590277777777, ""dominance"": 0.5367756944444446, ""emotion"": [0.005555555555555555, 0.06180555555555556, 0.1798611111111111, 0.16666666666666669, 0.0, 0.05625, 0.175, 0.005555555555555555]}"
1,2014-06-14 06:51:08+00:00,"{""valence"": 0.6637810279667422, ""arousal"": 0.4867404761904761, ""dominance"": 0.5378001889644746, ""emotion"": [0.01904761904761905, 0.009523809523809525, 0.04860166288737717, 0.14365079365079364, 0.03492063492063492, 0.025396825396825397, 0.09947089947089947, 0.009523809523809525]}"
2,2014-06-25 22:20:49+00:00,"{""valence"": 0.6508255411255411, ""arousal"": 0.4964637029637029, ""dominance"": 0.5450056693306693, ""emotion"": [0.03241758241758241, 0.041025641025641026, 0.12309357309357309, 0.034981684981684975, 0.08006993006993006, 0.049999999999999996, 0.06212121212121212, 0.0]}"
3,2014-07-04 02:03:42+00:00,"{""valence"": 0.5990159863945578, ""arousal"": 0.4742284013605441, ""dominance"": 0.5311775510204081, ""emotion"": [0.07142857142857142, 0.04285714285714286, 0.04353741496598639, 0.17091836734693877, 0.014285714285714287, 0.023809523809523808, 0.060884353741496595, 0.08163265306122448]}"
4,2014-07-06 12:20:59+00:00,"{""valence"": 0.6690998677248676, ""arousal"": 0.479589417989418, ""dominance"": 0.5346232804232804, ""emotion"": [0.02962962962962963, 0.04867724867724868, 0.12314814814814816, 0.0671957671957672, 0.018518518518518517, 0.06666666666666667, 0.04867724867724868, 0.027777777777777776]}"
5,2014-07-12 16:17:00+00:00,"{""valence"": 0.7053519978106185, ""arousal"": 0.46234551176792565, ""dominance"": 0.555878516694034, ""emotion"": [0.02216748768472906, 0.008620689655172414, 0.08653530377668309, 0.034482758620689655, 0.07298850574712644, 0.04261083743842365, 0.07216748768472905, 0.011494252873563218]}"
6,2014-07-18 20:10:06+00:00,"{""valence"": 0.6180266666666667, ""arousal"": 0.5266533333333333, ""dominance"": 0.5349983333333335, ""emotion"": [0.05333333333333333, 0.07333333333333333, 0.06333333333333332, 0.12, 0.01, 0.05333333333333333, 0.07666666666666666, 0.04333333333333333]}"
7,2014-07-26 03:45:50+00:00,"{""valence"": 0.6491805555555554, ""arousal"": 0.42716732804232804, ""dominance"": 0.5079917328042328, ""emotion"": [0.05423280423280422, 0.027777777777777776, 0.13657407407407407, 0.14914021164021163, 0.09953703703703703, 0.08333333333333333, 0.16435185185185186, 0.03571428571428571]}"
8,2014-07-29 17:13:52+00:00,"{""valence"": 0.5788145833333334, ""arousal"": 0.4881735119047619, ""dominance"": 0.5339462797619048, ""emotion"": [0.03645833333333333, 0.049479166666666664, 0.04114583333333333, 0.09895833333333334, 0.0, 0.03333333333333333, 0.05989583333333333, 0.06882440476190475]}"
9,2014-08-01 00:35:12+00:00,"{""valence"": 0.625907738095238, ""arousal"": 0.5019625, ""dominance"": 0.5321625, ""emotion"": [0.020833333333333336, 0.013095238095238096, 0.030357142857142853, 0.06011904761904763, 0.005952380952380952, 0.03511904761904762, 0.020833333333333336, 0.038690476190476185]}"
10,2014-08-04 14:48:14+00:00,"{""valence"": 0.5877492753623188, ""arousal"": 0.4705987577639752, ""dominance"": 0.47050455486542436, ""emotion"": [0.06387163561076604, 0.03561076604554865, 0.05993788819875776, 0.012422360248447204, 0.020703933747412008, 0.04430641821946169, 0.023291925465838508, 0.02981366459627329]}"
11,2014-08-06 20:11:42+00:00,"{""valence"": 0.6448304761904762, ""arousal"": 0.4958461904761904, ""dominance"": 0.5390776190476192, ""emotion"": [0.07, 0.07952380952380952, 0.04666666666666666, 0.15000000000000002, 0.04, 0.06333333333333332, 0.13619047619047617, 0.04666666666666666]}"
12,2014-08-07 18:10:07+00:00,"{""valence"": 0.6414703373015874, ""arousal"": 0.4781125992063492, ""dominance"": 0.534536359126984, ""emotion"": [0.0359375, 0.0125, 0.15225694444444443, 0.12569444444444444, 0.0703125, 0.0125, 0.11527777777777777, 0.0203125]}"
13,2014-08-10 18:52:21+00:00,"{""valence"": 0.6126575854700855, ""arousal"": 0.4793514363722698, ""dominance"": 0.5146520655270657, ""emotion"": [0.052884615384615384, 0.03127967711301045, 0.06606125356125356, 0.11734330484330485, 0.03668091168091167, 0.044753086419753084, 0.13123219373219375, 0.027777777777777776]}"
14,2014-08-13 12:21:39+00:00,"{""valence"": 0.5571383333333333, ""arousal"": 0.49184277777777774, ""dominance"": 0.49989444444444436, ""emotion"": [0.04111111111111111, 0.0761111111111111, 0.10944444444444444, 0.08722222222222223, 0.016666666666666666, 0.08277777777777778, 0.016666666666666666, 0.09666666666666666]}"
15,2014-08-16 11:06:02+00:00,"{""valence"": 0.587165, ""arousal"": 0.5154920833333334, ""dominance"": 0.5525558333333334, ""emotion"": [0.10541666666666667, 0.11208333333333334, 0.058333333333333334, 0.07666666666666666, 0.0125, 0.033749999999999995, 0.052500000000000005, 0.02]}"
16,2014-08-19 17:34:46+00:00,"{""valence"": 0.6673828320802004, ""arousal"": 0.45913621553884715, ""dominance"": 0.5365345864661654, ""emotion"": [0.04078947368421053, 0.02982456140350877, 0.13728070175438598, 0.04918546365914787, 0.021929824561403508, 0.007518796992481203, 0.09166666666666667, 0.03026315789473684]}"
17,2014-08-23 11:19:50+00:00,"{""valence"": 0.605272552910053, ""arousal"": 0.47824834656084647, ""dominance"": 0.5097299603174604, ""emotion"": [0.07314814814814814, 0.025, 0.12638888888888888, 0.0574074074074074, 0.0, 0.09444444444444444, 0.025, 0.12407407407407407]}"
18,2014-08-24 11:57:12+00:00,"{""valence"": 0.6567488095238094, ""arousal"": 0.4642797852474323, ""dominance"": 0.553860177404295, ""emotion"": [0.023202614379084968, 0.048039215686274506, 0.08888888888888889, 0.08496732026143793, 0.0542483660130719, 0.04019607843137255, 0.09787581699346404, 0.0065359477124183]}"
19,2014-08-26 00:53:34+00:00,"{""valence"": 0.6384700113378685, ""arousal"": 0.49106734693877546, ""dominance"": 0.5137484693877552, ""emotion"": [0.05759637188208616, 0.04285714285714285, 0.10521541950113379, 0.11156462585034012, 0.01473922902494331, 0.04285714285714285, 0.09501133786848073, 0.08888888888888889]}"
20,2014-08-28 13:12:52+00:00,"{""valence"": 0.6325438644688645, ""arousal"": 0.4549689560439561, ""dominance"": 0.5139961538461537, ""emotion"": [0.01282051282051282, 0.04487179487179487, 0.057371794871794876, 0.04743589743589743, 0.01282051282051282, 0.019230769230769232, 0.060256410256410264, 0.03333333333333333]}"
21,2014-09-02 19:24:41+00:00,"{""valence"": 0.6072117647058825, ""arousal"": 0.5325044117647059, ""dominance"": 0.554855882352941, ""emotion"": [0.05294117647058823, 0.023529411764705882, 0.0661764705882353, 0.10980392156862744, 0.10294117647058823, 0.041176470588235294, 0.07352941176470588, 0.04411764705882353]}"
22,2014-09-05 00:24:01+00:00,"{""valence"": 0.6305817176870747, ""arousal"": 0.4821636054421769, ""dominance"": 0.5363930272108843, ""emotion"": [0.06581632653061224, 0.060714285714285714, 0.08035714285714286, 0.07440476190476189, 0.0625, 0.03571428571428571, 0.08482142857142858, 0.04081632653061224]}"
23,2014-09-07 15:56:30+00:00,"{""valence"": 0.638257683982684, ""arousal"": 0.44056190476190477, ""dominance"": 0.520848051948052, ""emotion"": [0.03722943722943723, 0.06709956709956709, 0.04329004329004328, 0.10432900432900433, 0.03225108225108225, 0.06709956709956709, 0.04588744588744589, 0.05995670995670996]}"
24,2014-09-10 16:34:05+00:00,"{""valence"": 0.6073998274672187, ""arousal"": 0.45752726017943407, ""dominance"": 0.5001135610766045, ""emotion"": [0.07246376811594202, 0.04468599033816425, 0.06642512077294686, 0.051932367149758456, 0.010869565217391304, 0.050897170462387856, 0.04710144927536231, 0.07246376811594202]}"
25,2014-09-13 20:04:12+00:00,"{""valence"": 0.6327256944444445, ""arousal"": 0.5310368055555555, ""dominance"": 0.5482937499999999, ""emotion"": [0.008333333333333333, 0.015277777777777779, 0.049999999999999996, 0.035416666666666666, 0.029166666666666664, 0.01875, 0.11597222222222221, 0.049999999999999996]}"
26,2020-12-25 23:35:37+00:00,"{""valence"": 0.698868820861678, ""arousal"": 0.47618327664399085, ""dominance"": 0.582957596371882, ""emotion"": [0.06037414965986394, 0.05799319727891157, 0.058843537414965986, 0.0433673469387755, 0.02976190476190476, 0.006802721088435374, 0.10600907029478458, 0.015873015873015872]}"
27,2021-01-04 03:44:07+00:00,"{""valence"": 0.573981349206349, ""arousal"": 0.4946315759637189, ""dominance"": 0.5877150793650794, ""emotion"": [0.0747732426303855, 0.09671201814058958, 0.09234693877551019, 0.16377551020408163, 0.08293650793650793, 0.11099773242630386, 0.08214285714285714, 0.08055555555555556]}"
28,2021-01-08 05:22:31+00:00,"{""valence"": 0.5732650793650793, ""arousal"": 0.5108746031746031, ""dominance"": 0.552963492063492, ""emotion"": [0.15674603174603177, 0.07738095238095237, 0.10357142857142856, 0.052380952380952375, 0.02619047619047619, 0.051587301587301584, 0.08571428571428572, 0.023809523809523808]}"
29,2021-01-10 23:02:37+00:00,"{""valence"": 0.4380420634920635, ""arousal"": 0.5636664021164021, ""dominance"": 0.5257515873015872, ""emotion"": [0.3283068783068783, 0.16164021164021164, 0.016666666666666666, 0.030158730158730156, 0.09814814814814815, 0.06322751322751323, 0.01111111111111111, 0.09259259259259259]}"
30,2021-01-17 05:11:51+00:00,"{""valence"": 0.6280238816738817, ""arousal"": 0.4994674362674362, ""dominance"": 0.5435494408369408, ""emotion"": [0.07914862914862915, 0.01616161616161616, 0.07043650793650794, 0.0496031746031746, 0.018518518518518517, 0.006944444444444444, 0.05972222222222222, 0.043939393939393945]}"
31,2021-01-22 08:19:22+00:00,"{""valence"": 0.5963410714285714, ""arousal"": 0.4718869047619048, ""dominance"": 0.5287066964285715, ""emotion"": [0.07767857142857143, 0.07142857142857142, 0.084375, 0.1386160714285714, 0.0375, 0.033482142857142856, 0.16361607142857143, 0.06361607142857142]}"
32,2021-01-30 18:38:03+00:00,"{""valence"": 0.5426861291486291, ""arousal"": 0.4491233134920634, ""dominance"": 0.4559272907647907, ""emotion"": [0.04801587301587301, 0.10873015873015873, 0.027083333333333334, 0.03650793650793651, 0.014285714285714285, 0.07956349206349206, 0.016666666666666666, 0.09206349206349206]}"
33,2021-02-09 20:01:10+00:00,"{""valence"": 0.6341532627865962, ""arousal"": 0.5116365961199294, ""dominance"": 0.555023015873016, ""emotion"": [0.05004409171075838, 0.10559964726631393, 0.083994708994709, 0.05423280423280422, 0.05180776014109347, 0.04982363315696649, 0.10515873015873016, 0.10559964726631393]}"
34,2021-02-26 02:17:49+00:00,"{""valence"": 0.6165066416040101, ""arousal"": 0.4773422305764411, ""dominance"": 0.5463463659147868, ""emotion"": [0.07167919799498745, 0.06416040100250626, 0.10275689223057644, 0.13433583959899748, 0.06942355889724311, 0.04611528822055138, 0.11152882205513782, 0.015037593984962405]}"
35,2021-03-04 19:45:00+00:00,"{""valence"": 0.6784763157894738, ""arousal"": 0.43859097744360903, ""dominance"": 0.552705388471178, ""emotion"": [0.02368421052631579, 0.05263157894736842, 0.11578947368421051, 0.17593984962406015, 0.0, 0.06140350877192983, 0.22155388471177945, 0.007518796992481203]}"
36,2021-03-11 19:49:58+00:00,"{""valence"": 0.6539101851851853, ""arousal"": 0.49311111111111106, ""dominance"": 0.5727231481481482, ""emotion"": [0.04861111111111111, 0.037037037037037035, 0.08564814814814814, 0.15509259259259262, 0.09953703703703703, 0.05092592592592592, 0.15509259259259262, 0.037037037037037035]}"
37,2021-03-16 21:35:42+00:00,"{""valence"": 0.6510327777777777, ""arousal"": 0.5082444444444444, ""dominance"": 0.6105711111111111, ""emotion"": [0.07111111111111111, 0.08444444444444446, 0.20888888888888887, 0.09277777777777778, 0.030000000000000002, 0.025, 0.14555555555555558, 0.016666666666666666]}"
38,2021-03-19 23:14:05+00:00,"{""valence"": 0.6956439047619049, ""arousal"": 0.47503990476190483, ""dominance"": 0.598374761904762, ""emotion"": [0.03142857142857143, 0.041428571428571426, 0.07238095238095238, 0.08666666666666666, 0.0, 0.02142857142857143, 0.05, 0.02142857142857143]}"
39,2021-03-27 16:13:14+00:00,"{""valence"": 0.5699448412698412, ""arousal"": 0.4964059523809525, ""dominance"": 0.5305630952380952, ""emotion"": [0.15555555555555553, 0.09999999999999999, 0.08412698412698412, 0.11666666666666665, 0.05555555555555555, 0.027777777777777776, 0.13055555555555554, 0.18333333333333335]}"
40,2021-03-30 17:28:33+00:00,"{""valence"": 0.6521821428571428, ""arousal"": 0.5009770833333334, ""dominance"": 0.5824095238095238, ""emotion"": [0.04642857142857143, 0.09375, 0.08392857142857142, 0.08601190476190476, 0.008928571428571428, 0.0, 0.13809523809523808, 0.0125]}"
41,2021-03-31 21:02:45+00:00,"{""valence"": 0.5700336367880486, ""arousal"": 0.48553263305322136, ""dominance"": 0.5150801353874883, ""emotion"": [0.06535947712418301, 0.13447712418300653, 0.04477124183006536, 0.0869281045751634, 0.0, 0.05212418300653594, 0.05947712418300653, 0.07376283846872082]}"
42,2021-04-01 04:55:46+00:00,"{""valence"": 0.5756192129629629, ""arousal"": 0.4989967592592592, ""dominance"": 0.5590856481481481, ""emotion"": [0.10694444444444444, 0.08784722222222223, 0.01736111111111111, 0.046875, 0.024305555555555552, 0.03090277777777778, 0.006944444444444444, 0.07395833333333333]}"
43,2021-04-06 22:23:17+00:00,"{""valence"": 0.6225425465838511, ""arousal"": 0.44601573498964814, ""dominance"": 0.5217751552795031, ""emotion"": [0.08333333333333333, 0.09679089026915114, 0.16304347826086957, 0.12111801242236024, 0.10766045548654245, 0.09057971014492754, 0.09057971014492752, 0.08954451345755694]}"
44,2021-04-15 04:32:09+00:00,"{""valence"": 0.6056458874458875, ""arousal"": 0.4802814935064935, ""dominance"": 0.541626515151515, ""emotion"": [0.1, 0.14285714285714285, 0.045454545454545456, 0.06818181818181818, 0.022727272727272728, 0.08603896103896104, 0.0606060606060606, 0.040584415584415584]}"
45,2021-04-22 21:27:10+00:00,"{""valence"": 0.651524537037037, ""arousal"": 0.45473055555555547, ""dominance"": 0.5428203703703703, ""emotion"": [0.04861111111111111, 0.029166666666666667, 0.023611111111111114, 0.0875, 0.018055555555555557, 0.056944444444444436, 0.05462962962962963, 0.01666666666666667]}"
46,2021-04-30 15:57:27+00:00,"{""valence"": 0.7283595238095238, ""arousal"": 0.5723238095238096, ""dominance"": 0.6115047619047619, ""emotion"": [0.0, 0.08571428571428572, 0.17857142857142858, 0.1238095238095238, 0.11904761904761905, 0.049999999999999996, 0.2761904761904762, 0.0]}"
47,2021-05-07 19:20:08+00:00,"{""valence"": 0.6239489417989419, ""arousal"": 0.5199600529100529, ""dominance"": 0.5296265873015873, ""emotion"": [0.14537037037037037, 0.14814814814814814, 0.1111111111111111, 0.10185185185185185, 0.05555555555555555, 0.07407407407407407, 0.19444444444444445, 0.013888888888888888]}"
48,2021-05-15 19:51:12+00:00,"{""valence"": 0.5757752976190476, ""arousal"": 0.46220639880952374, ""dominance"": 0.4862183035714286, ""emotion"": [0.03125, 0.07142857142857142, 0.07291666666666666, 0.050595238095238096, 0.078125, 0.08333333333333333, 0.020833333333333332, 0.020833333333333332]}"
49,2021-05-20 17:07:12+00:00,"{""valence"": 0.6286548654244307, ""arousal"": 0.5119160455486543, ""dominance"": 0.5708318840579709, ""emotion"": [0.08695652173913043, 0.06159420289855072, 0.05797101449275362, 0.1282608695652174, 0.04606625258799172, 0.043478260869565216, 0.03985507246376811, 0.08695652173913043]}"
50,2021-05-31 18:35:42+00:00,"{""valence"": 0.7072750700280113, ""arousal"": 0.5179114845938376, ""dominance"": 0.5995787114845939, ""emotion"": [0.045098039215686274, 0.05098039215686274, 0.1854341736694678, 0.12324929971988796, 0.058823529411764705, 0.0, 0.1515406162464986, 0.0]}"
51,2021-06-08 17:20:26+00:00,"{""valence"": 0.6361821946169772, ""arousal"": 0.48918343685300214, ""dominance"": 0.5556955486542443, ""emotion"": [0.04710144927536231, 0.05434782608695652, 0.13354037267080746, 0.09979296066252587, 0.04865424430641821, 0.021739130434782608, 0.10921325051759836, 0.010869565217391304]}"
52,2021-06-17 02:55:47+00:00,"{""valence"": 0.5649745614035089, ""arousal"": 0.48024883040935673, ""dominance"": 0.5210692982456141, ""emotion"": [0.06315789473684211, 0.061403508771929814, 0.032163742690058485, 0.049999999999999996, 0.0, 0.08333333333333333, 0.0, 0.09385964912280702]}"
53,2021-06-22 01:38:00+00:00,"{""valence"": 0.6311803113553116, ""arousal"": 0.5074866300366301, ""dominance"": 0.5257297619047618, ""emotion"": [0.03974358974358974, 0.07087912087912088, 0.05036630036630036, 0.03333333333333333, 0.05448717948717948, 0.05897435897435897, 0.10256410256410257, 0.04615384615384615]}"
54,2021-06-29 18:45:40+00:00,"{""valence"": 0.7320090909090908, ""arousal"": 0.482509090909091, ""dominance"": 0.5761681818181819, ""emotion"": [0.01515151515151515, 0.01515151515151515, 0.024242424242424242, 0.1378787878787879, 0.022727272727272728, 0.016666666666666666, 0.03939393939393939, 0.0]}"
55,2021-07-08 22:07:34+00:00,"{""valence"": 0.6470433333333333, ""arousal"": 0.4250300000000001, ""dominance"": 0.52179, ""emotion"": [0.13333333333333333, 0.10555555555555556, 0.21555555555555556, 0.10222222222222221, 0.12444444444444444, 0.06666666666666667, 0.10222222222222221, 0.06666666666666667]}"
56,2021-07-10 21:59:57+00:00,"{""valence"": 0.5993354166666667, ""arousal"": 0.5069072916666667, ""dominance"": 0.5430489583333333, ""emotion"": [0.12604166666666666, 0.14895833333333336, 0.02291666666666667, 0.09166666666666667, 0.125, 0.065625, 0.060416666666666674, 0.06145833333333334]}"
57,2021-07-18 06:22:36+00:00,"{""valence"": 0.6434944700460828, ""arousal"": 0.4682731566820276, ""dominance"": 0.5501946620583716, ""emotion"": [0.06021505376344086, 0.03870967741935484, 0.08901689708141321, 0.04869431643625192, 0.04627496159754224, 0.03225806451612903, 0.04869431643625192, 0.03870967741935484]}"
58,2021-07-30 20:24:40+00:00,"{""valence"": 0.6045175438596492, ""arousal"": 0.4703859649122807, ""dominance"": 0.519828947368421, ""emotion"": [0.07017543859649122, 0.10087719298245613, 0.12719298245614033, 0.11403508771929824, 0.06578947368421052, 0.10964912280701755, 0.11403508771929824, 0.07017543859649122]}"
59,2021-08-07 19:39:32+00:00,"{""valence"": 0.5779654892726321, ""arousal"": 0.5554985871271585, ""dominance"": 0.5786834379905809, ""emotion"": [0.04591836734693877, 0.06972789115646258, 0.21088435374149658, 0.1457352171637886, 0.023809523809523808, 0.04591836734693877, 0.20617477760334904, 0.15306122448979592]}"
60,2021-08-12 00:50:05+00:00,"{""valence"": 0.5546888888888889, ""arousal"": 0.4823944444444445, ""dominance"": 0.5146488888888889, ""emotion"": [0.024444444444444446, 0.04888888888888889, 0.04666666666666666, 0.035555555555555556, 0.0, 0.05555555555555555, 0.01111111111111111, 0.05555555555555555]}"
61,2021-08-14 04:57:45+00:00,"{""valence"": 0.6315271428571427, ""arousal"": 0.49168839285714283, ""dominance"": 0.5657760119047619, ""emotion"": [0.013392857142857142, 0.034999999999999996, 0.1367857142857143, 0.08928571428571427, 0.020535714285714286, 0.04839285714285714, 0.11428571428571428, 0.00625]}"
62,2021-08-21 00:36:50+00:00,"{""valence"": 0.5855700892857142, ""arousal"": 0.5001404761904763, ""dominance"": 0.5339752976190476, ""emotion"": [0.07291666666666666, 0.07142857142857142, 0.12708333333333333, 0.10119047619047619, 0.14583333333333331, 0.08854166666666667, 0.09583333333333333, 0.13392857142857142]}"
63,2021-08-26 18:40:47+00:00,"{""valence"": 0.6529299107142859, ""arousal"": 0.4544486607142857, ""dominance"": 0.5666565476190477, ""emotion"": [0.075, 0.03125, 0.020833333333333332, 0.10416666666666666, 0.0, 0.140625, 0.015625, 0.015625]}"
64,2021-09-01 01:24:30+00:00,"{""valence"": 0.5985634920634921, ""arousal"": 0.5420833333333333, ""dominance"": 0.5390912698412698, ""emotion"": [0.11507936507936507, 0.06746031746031747, 0.11111111111111112, 0.10714285714285712, 0.11904761904761904, 0.11904761904761904, 0.1388888888888889, 0.047619047619047616]}"
65,2021-09-09 16:16:43+00:00,"{""valence"": 0.6090465506715506, ""arousal"": 0.43978528693528685, ""dominance"": 0.5160116300366302, ""emotion"": [0.08827838827838827, 0.06776556776556776, 0.0737179487179487, 0.09081196581196581, 0.01282051282051282, 0.04395604395604395, 0.027777777777777776, 0.07728937728937729]}"
66,2021-09-19 18:26:47+00:00,"{""valence"": 0.6514466666666667, ""arousal"": 0.41690444444444447, ""dominance"": 0.5308277777777779, ""emotion"": [0.05444444444444444, 0.05, 0.12777777777777777, 0.1, 0.04444444444444444, 0.13333333333333333, 0.0911111111111111, 0.02222222222222222]}"
